HOST;VM;PD;TYPE;DATE;TIME;EDATE;ETIME;ID;UUID;STATE;SIZE;GB
192.168.136.10;SRVAAEXCHC04;SRVAAEXCHC04;SNP;2022-01-12;16:40:03;2022-01-12;20:40:03;571203924;4a3eb2e1-bb5e-420d-bf57-a4d156002200;AVAILABLE;842085376;=L2/1024/1024/1024
192.168.136.10;SRVAAEXCHC04;SRVAAEXCHC04;SNP;2022-01-12;15:40:01;2022-01-12;19:40:01;571017731;95ed3ace-2f12-4394-8488-26cee890111a;AVAILABLE;582607360;=L3/1024/1024/1024
192.168.136.10;SRVAAEXCHC04;SRVAAEXCHC04;SNP;2022-01-12;14:40:01;2022-01-12;18:40:01;570822019;01fd75d8-4690-480b-b9b7-dbef5aa4a208;AVAILABLE;653228544;=L4/1024/1024/1024
192.168.136.10;SRVAAEXCHC04;SRVAAEXCHC04;SNP;2022-01-12;13:40:03;2022-01-12;17:40:03;570654292;fb0922c6-1509-4a71-964d-d05c814960a2;AVAILABLE;617080320;=L5/1024/1024/1024
192.168.136.10;SRVAAEXCHC04;SRVAAEXCHC04;SNP;2022-01-11;18:00:19;2022-01-25;18:00:19;566907617;4f65439c-117e-4d82-a856-45edde2d48f0;AVAILABLE;318935040;=L6/1024/1024/1024
192.168.136.10;SRVAAEXCHC04;SRVAAEXCHC04;SNP;2022-01-10;18:00:10;2022-01-24;18:00:10;561759522;9c79a668-3050-4805-9c03-851ce5e03bbb;AVAILABLE;378080256;=L7/1024/1024/1024
192.168.136.10;SRVAAEXCHC04;SRVAAEXCHC04;SNP;2022-01-09;18:00:27;2022-01-23;18:00:27;556767316;4e928b87-144e-4e52-9c7f-93207ca174b7;AVAILABLE;212196864;=L8/1024/1024/1024
192.168.136.10;SRVAAEXCHC04;SRVAAEXCHC04;SNP;2022-01-08;18:00:03;2022-01-22;18:00:03;552631473;d7789585-0d6f-46ff-a583-ddcb2ef89312;AVAILABLE;203133952;=L9/1024/1024/1024
192.168.136.10;SRVAAEXCHC04;SRVAAEXCHC04;SNP;2022-01-07;18:00:11;2022-01-21;18:00:11;548290031;cebd4225-743a-4f26-97a4-42a01c80f1f3;AVAILABLE;196005376;=L10/1024/1024/1024
192.168.136.10;SRVAAEXCHC04;SRVAAEXCHC04;SNP;2022-01-06;18:00:15;2022-01-20;18:00:15;543883541;eaf95562-3292-4397-9a04-2e0287f7fbb8;AVAILABLE;265082880;=L11/1024/1024/1024
192.168.136.10;SRVAAEXCHC04;SRVAAEXCHC04;SNP;2022-01-05;18:00:10;2022-01-19;18:00:10;539302287;f8d2dfc4-18ea-420a-a76f-34b704f8aabe;AVAILABLE;233670656;=L12/1024/1024/1024
192.168.136.10;SRVAAEXCHC04;SRVAAEXCHC04;SNP;2022-01-04;18:00:20;2022-01-18;18:00:20;534659809;490a16a2-8cf1-46e0-afa1-74953f0e0633;AVAILABLE;241539072;=L13/1024/1024/1024
192.168.136.10;SRVAAEXCHC04;SRVAAEXCHC04;SNP;2022-01-03;18:00:05;2022-01-17;18:00:05;529752122;0f09262e-5c70-4a69-9bd7-81e71007e499;AVAILABLE;192609792;=L14/1024/1024/1024
192.168.136.10;SRVAAEXCHC04;SRVAAEXCHC04;SNP;2022-01-02;18:00:04;2022-01-16;18:00:04;524926823;a1b042ed-6f83-4127-8ca9-e0870e9c80ca;AVAILABLE;185021440;=L15/1024/1024/1024
192.168.136.10;SRVAAEXCHC04;SRVAAEXCHC04;SNP;2022-01-01;18:00:03;2022-01-15;18:00:03;520761375;066f9fc6-d5df-4216-b435-35b9745af33b;AVAILABLE;197643776;=L16/1024/1024/1024
192.168.136.10;SRVAAEXCHC04;SRVAAEXCHC04;SNP;2021-12-31;18:00:22;2022-01-14;18:00:22;516692807;c7f7740c-5cc8-4b2e-acd8-ba6f2995e524;AVAILABLE;218649600;=L17/1024/1024/1024
192.168.136.10;SRVAAEXCHC04;SRVAAEXCHC04;SNP;2021-12-30;18:00:01;2022-01-13;18:00:01;512538508;d40afb5f-2465-495f-bebb-9636252684fb;AVAILABLE;234587136;=L18/1024/1024/1024
192.168.136.10;SRVAAEXCHC04;SRVAAEXCHC04;SNP;2021-12-29;18:00:32;2022-01-12;18:00:32;508250187;c70ffa61-4faa-4040-b705-38ea818e809e;AVAILABLE;227080192;=L19/1024/1024/1024
192.168.136.10;SRVAAEXCHC05;SRVAAEXCHC05;SNP;2022-01-12;16:41:03;2022-01-12;20:41:03;571212835;28d87497-0319-490b-82d4-219c3f9b49f1;AVAILABLE;919128576;=L20/1024/1024/1024
192.168.136.10;SRVAAEXCHC05;SRVAAEXCHC05;SNP;2022-01-12;15:41:01;2022-01-12;19:41:01;571018264;46559370-f78a-4263-9c37-a1e89b11f1a5;AVAILABLE;655684096;=L21/1024/1024/1024
192.168.136.10;SRVAAEXCHC05;SRVAAEXCHC05;SNP;2022-01-12;14:41:02;2022-01-12;18:41:02;570830836;947eb1b2-d4e7-4f0a-8931-a1d18e03d429;AVAILABLE;587803136;=L22/1024/1024/1024
192.168.136.10;SRVAAEXCHC05;SRVAAEXCHC05;SNP;2022-01-12;13:41:04;2022-01-12;17:41:04;570654869;5e916e4c-5679-4ec5-8bfb-a68dbacc8673;AVAILABLE;641107968;=L23/1024/1024/1024
192.168.136.10;SRVAAEXCHC05;SRVAAEXCHC05;SNP;2022-01-11;18:00:40;2022-01-25;18:00:40;566907917;dcd37400-7ef4-4597-b9cc-2dec6bca884e;AVAILABLE;224174080;=L24/1024/1024/1024
192.168.136.10;SRVAAEXCHC05;SRVAAEXCHC05;SNP;2022-01-10;18:00:29;2022-01-24;18:00:29;561759822;512e3096-2ca3-4b67-8198-84a257749dbc;AVAILABLE;215174656;=L25/1024/1024/1024
192.168.136.10;SRVAAEXCHC05;SRVAAEXCHC05;SNP;2022-01-09;18:00:08;2022-01-23;18:00:08;556767616;cb13e4f2-1a8f-4469-877b-d9ca88639d5d;AVAILABLE;168668672;=L26/1024/1024/1024
192.168.136.10;SRVAAEXCHC05;SRVAAEXCHC05;SNP;2022-01-08;18:00:09;2022-01-22;18:00:09;552631773;8cbbd070-2f3a-4701-8ee0-c6704e41b9ac;AVAILABLE;191012352;=L27/1024/1024/1024
192.168.136.10;SRVAAEXCHC05;SRVAAEXCHC05;SNP;2022-01-07;18:00:11;2022-01-21;18:00:11;548290331;45767e36-5cd3-498c-ab4c-1bc0ac2412d0;AVAILABLE;203446784;=L28/1024/1024/1024
192.168.136.10;SRVAAEXCHC05;SRVAAEXCHC05;SNP;2022-01-06;18:00:36;2022-01-20;18:00:36;543883841;10ab2bc1-1489-4eab-b8d6-89cbb5da3577;AVAILABLE;229270016;=L29/1024/1024/1024
192.168.136.10;SRVAAEXCHC05;SRVAAEXCHC05;SNP;2022-01-05;18:00:20;2022-01-19;18:00:20;539302587;1e4535c8-8efc-4a55-8ed3-536574178eb4;AVAILABLE;184376832;=L30/1024/1024/1024
192.168.136.10;SRVAAEXCHC05;SRVAAEXCHC05;SNP;2022-01-04;18:00:15;2022-01-18;18:00:15;534660109;e7408adc-67a8-4171-86b1-9aa4ff12d190;AVAILABLE;196312064;=L31/1024/1024/1024
192.168.136.10;SRVAAEXCHC05;SRVAAEXCHC05;SNP;2022-01-03;18:00:08;2022-01-17;18:00:08;529752422;daedfde5-4fad-4490-aba0-1425cf327f01;AVAILABLE;210406400;=L32/1024/1024/1024
192.168.136.10;SRVAAEXCHC05;SRVAAEXCHC05;SNP;2022-01-02;18:00:10;2022-01-16;18:00:10;524927123;2af88417-e34e-4a57-a490-7b63f8a9ee4b;AVAILABLE;157195776;=L33/1024/1024/1024
192.168.136.10;SRVAAEXCHC05;SRVAAEXCHC05;SNP;2022-01-01;18:00:15;2022-01-15;18:00:15;520761675;00897522-c357-475b-9630-438128daf2ab;AVAILABLE;154114048;=L34/1024/1024/1024
192.168.136.10;SRVAAEXCHC05;SRVAAEXCHC05;SNP;2021-12-31;18:00:11;2022-01-14;18:00:11;516693107;b2a3bf7c-ee16-4ce9-8d04-4adc27d6df38;AVAILABLE;166695936;=L35/1024/1024/1024
192.168.136.10;SRVAAEXCHC05;SRVAAEXCHC05;SNP;2021-12-30;18:00:33;2022-01-13;18:00:33;512538808;bb4a1adf-bd3f-4e76-8bb4-514ff2b0b0ce;AVAILABLE;181966848;=L36/1024/1024/1024
192.168.136.10;SRVAAEXCHC05;SRVAAEXCHC05;SNP;2021-12-29;18:00:08;2022-01-12;18:00:08;508250487;35a3eb96-a890-49a6-b1fa-41dda2d57820;AVAILABLE;222715904;=L37/1024/1024/1024
192.168.136.10;SRVAASEGOITDP;PD-SRVAASEGOITDP;SNP;2022-01-12;09:34:15;2022-01-26;09:34:15;569929416;25d7c109-812c-4883-b417-4efe6ddbd731;AVAILABLE;952070144;=L38/1024/1024/1024
192.168.136.10;SRVAASEGOITDP;PD-SRVAASEGOITDP;SNP;2022-01-11;09:34:15;2022-01-25;09:34:15;565373195;8f8cb74a-081c-4e97-90b2-f2221136d99b;AVAILABLE;939230208;=L39/1024/1024/1024
192.168.136.10;SRVAASEGOITDP;PD-SRVAASEGOITDP;SNP;2022-01-10;09:34:15;2022-01-24;09:34:15;560179164;3256dc2c-03e4-4d98-ab3a-8433eb0114c4;AVAILABLE;682835968;=L40/1024/1024/1024
192.168.136.10;SRVAASEGOITDP;PD-SRVAASEGOITDP;SNP;2022-01-09;09:34:15;2022-01-23;09:34:15;555286797;70017bdf-7044-41d5-ba7c-b426061b2b56;AVAILABLE;838183424;=L41/1024/1024/1024
192.168.136.10;SRVAASEGOITDP;PD-SRVAASEGOITDP;SNP;2022-01-08;09:34:15;2022-01-22;09:34:15;551171648;ca5ed940-965a-4afa-9079-2e430b3302c3;AVAILABLE;750288896;=L42/1024/1024/1024
192.168.136.10;SRVAASEGOITDP;PD-SRVAASEGOITDP;SNP;2022-01-07;09:34:15;2022-01-21;09:34:15;546687736;bf817a63-f334-47d0-816a-38d0bc8a635d;AVAILABLE;791915008;=L43/1024/1024/1024
192.168.136.10;SRVAASEGOITDP;PD-SRVAASEGOITDP;SNP;2022-01-06;09:34:15;2022-01-20;09:34:15;542333016;f337404d-f1f2-4c9d-a397-dfc6aab18103;AVAILABLE;884083200;=L44/1024/1024/1024
192.168.136.10;SRVAASEGOITDP;PD-SRVAASEGOITDP;SNP;2022-01-05;09:34:15;2022-01-19;09:34:15;537787854;77fd7f90-d113-4fe4-a8be-6939855004a8;AVAILABLE;864816128;=L45/1024/1024/1024
192.168.136.10;SRVAASEGOITDP;PD-SRVAASEGOITDP;SNP;2022-01-04;09:34:15;2022-01-18;09:34:15;533156347;070aa6f8-f7b0-4960-8086-9edfb840ad5e;AVAILABLE;865562624;=L46/1024/1024/1024
192.168.136.10;SRVAASEGOITDP;PD-SRVAASEGOITDP;SNP;2022-01-03;09:34:15;2022-01-17;09:34:15;528183034;238618d9-d889-4984-8f6d-e73b059c3ce2;AVAILABLE;1029873664;=L47/1024/1024/1024
192.168.136.10;SRVAASEGOITDP;PD-SRVAASEGOITDP;SNP;2022-01-02;09:34:15;2022-01-16;09:34:15;523495231;f4938923-4ceb-4019-8db0-afb01c7679f0;AVAILABLE;722266624;=L48/1024/1024/1024
192.168.136.10;SRVAASEGOITDP;PD-SRVAASEGOITDP;SNP;2022-01-01;09:34:15;2022-01-15;09:34:15;519386532;6ad1053d-4691-4a0b-91db-7d21826cc2ce;AVAILABLE;1086373888;=L49/1024/1024/1024
192.168.136.10;SRVAASEGOITDP;PD-SRVAASEGOITDP;SNP;2021-12-31;09:34:16;2022-01-14;09:34:16;515244639;e1411599-78ea-4690-a547-4e05259d1147;AVAILABLE;694069760;=L50/1024/1024/1024
192.168.136.10;SRVAASEGOITDP;PD-SRVAASEGOITDP;SNP;2021-12-30;09:34:15;2022-01-13;09:34:15;511010516;d22aae01-ea7c-49dc-b50d-3760bed9908b;AVAILABLE;1021616128;=L51/1024/1024/1024
192.168.136.10;SRVAALFRAY04P;SRVAALFRAY04P;SNP;2022-01-11;18:00:19;2022-01-25;18:00:19;566907489;b2b416b3-2f15-4b3e-9cc3-ffd2d721b2f5;AVAILABLE;735051776;=L52/1024/1024/1024
192.168.136.10;SRVAALFRAY04P;SRVAALFRAY04P;SNP;2022-01-10;18:00:21;2022-01-24;18:00:21;561759394;f7a01191-b0fa-4d16-93ff-a132b54ef017;AVAILABLE;612220928;=L53/1024/1024/1024
192.168.136.10;SRVAALFRAY04P;SRVAALFRAY04P;SNP;2022-01-09;18:00:24;2022-01-23;18:00:24;556767188;2dbdf55d-83a8-436f-918c-46224ad39e86;AVAILABLE;593494016;=L54/1024/1024/1024
192.168.136.10;SRVAALFRAY04P;SRVAALFRAY04P;SNP;2022-01-08;18:00:31;2022-01-22;18:00:31;552631345;98fd3a80-b35b-4b36-8f30-cfdb3beef5b3;AVAILABLE;620609536;=L55/1024/1024/1024
192.168.136.10;SRVAALFRAY04P;SRVAALFRAY04P;SNP;2022-01-07;18:00:10;2022-01-21;18:00:10;548289903;9943d851-d3d8-46b7-b91f-5fb77bc4894d;AVAILABLE;608174080;=L56/1024/1024/1024
192.168.136.10;SRVAALFRAY04P;SRVAALFRAY04P;SNP;2022-01-06;18:00:03;2022-01-20;18:00:03;543883413;c54fe190-4252-4203-844c-2ad66dcd0360;AVAILABLE;603832320;=L57/1024/1024/1024
192.168.136.10;SRVAALFRAY04P;SRVAALFRAY04P;SNP;2022-01-05;18:00:11;2022-01-19;18:00:11;539302159;b85e3501-fc82-4887-9c01-4b1a3607fa5f;AVAILABLE;772800512;=L58/1024/1024/1024
192.168.136.10;SRVAALFRAY04P;SRVAALFRAY04P;SNP;2022-01-04;18:00:03;2022-01-18;18:00:03;534659681;fc555c56-69db-4643-8e95-b83be482df66;AVAILABLE;561889280;=L59/1024/1024/1024
192.168.136.10;SRVAALFRAY04P;SRVAALFRAY04P;SNP;2022-01-03;18:00:02;2022-01-17;18:00:02;529751994;edc16018-7f62-44c5-a258-57b44536b08a;AVAILABLE;751828992;=L60/1024/1024/1024
192.168.136.10;SRVAALFRAY04P;SRVAALFRAY04P;SNP;2022-01-02;18:00:06;2022-01-16;18:00:06;524926695;e92927b5-c64e-4461-9847-f3851994b345;AVAILABLE;566083584;=L61/1024/1024/1024
192.168.136.10;SRVAALFRAY04P;SRVAALFRAY04P;SNP;2022-01-01;18:00:28;2022-01-15;18:00:28;520761247;07ec1a2a-41b8-4e65-b08c-4bc5f1762407;AVAILABLE;570146816;=L62/1024/1024/1024
192.168.136.10;SRVAALFRAY04P;SRVAALFRAY04P;SNP;2021-12-31;18:00:17;2022-01-14;18:00:17;516692679;972d9990-b94a-48e2-9b49-948fade70e0c;AVAILABLE;557694976;=L63/1024/1024/1024
192.168.136.10;SRVAALFRAY04P;SRVAALFRAY04P;SNP;2021-12-30;18:00:31;2022-01-13;18:00:31;512538380;ad3da4e6-dbfd-4e2d-b1c3-c3c900b2e862;AVAILABLE;560840704;=L64/1024/1024/1024
192.168.136.10;SRVAALFRAY04P;SRVAALFRAY04P;SNP;2021-12-29;18:00:03;2022-01-12;18:00:03;508250059;65601efe-652e-464e-9604-71f03efcbcda;AVAILABLE;1258012672;=L65/1024/1024/1024
192.168.136.10;SRVADTKP;SRVADTKP;DRP;2022-01-12;15:53:01;2022-01-12;19:53:01;NTNX-AGUAS-ADEXUS-01:77750337;63ad7597-c0d8-489d-92d6-908a7303ec29;AVAILABLE;550158848;=L66/1024/1024/1024
192.168.136.10;SRVADTKP;SRVADTKP;DRP;2022-01-12;14:53:01;2022-01-12;18:53:01;NTNX-AGUAS-ADEXUS-01:77728965;e50c17ff-3cc1-4e06-878d-d078d229a80e;AVAILABLE;580791296;=L67/1024/1024/1024
192.168.136.10;SRVADTKP;SRVADTKP;DRP;2022-01-12;13:53:01;2022-01-12;17:53:01;NTNX-AGUAS-ADEXUS-01:77706736;6f945ea9-e4b5-4be6-b52f-ed4d555c1443;AVAILABLE;632767488;=L68/1024/1024/1024
192.168.136.10;SRVADTKP;SRVADTKP;DRP;2022-01-12;12:53:01;2022-01-12;16:53:01;NTNX-AGUAS-ADEXUS-01:77684862;fb8b9282-e7a9-42d4-a9fb-88e771bd4d35;AVAILABLE;626593792;=L69/1024/1024/1024
192.168.136.10;SRVAAGIT02P;SRVAAGIT02P;SNP;2022-01-11;18:00:19;2022-01-25;18:00:19;566908885;a1a4c58a-cc7d-4713-8e33-ded45a7851b4;AVAILABLE;3289464832;=L70/1024/1024/1024
192.168.136.10;SRVAAGIT02P;SRVAAGIT02P;SNP;2022-01-10;18:00:25;2022-01-24;18:00:25;561760790;0f06ea8e-a673-4411-b53c-194ed3cb3f0c;AVAILABLE;3246837760;=L71/1024/1024/1024
192.168.136.10;SRVAAGIT02P;SRVAAGIT02P;SNP;2022-01-09;18:00:24;2022-01-23;18:00:24;556768584;6e7b3277-76eb-48f6-ad0d-14759803aa52;AVAILABLE;8273575936;=L72/1024/1024/1024
192.168.136.10;SRVAAGIT02P;SRVAAGIT02P;SNP;2022-01-08;18:00:31;2022-01-22;18:00:31;552632741;753da6ce-09f8-4c1e-9137-3cfcddda6acc;AVAILABLE;3387961344;=L73/1024/1024/1024
192.168.136.10;SRVAAGIT02P;SRVAAGIT02P;SNP;2022-01-07;18:00:24;2022-01-21;18:00:24;548291299;a4c0296c-f724-4938-9fad-ad0b1e6519ea;AVAILABLE;4575543296;=L74/1024/1024/1024
192.168.136.10;SRVAAGIT02P;SRVAAGIT02P;SNP;2022-01-06;18:00:14;2022-01-20;18:00:14;543884809;316aaa6e-c21f-4d36-851b-9de0a4a7d655;AVAILABLE;3092119552;=L75/1024/1024/1024
192.168.136.10;SRVAAGIT02P;SRVAAGIT02P;SNP;2022-01-05;18:00:25;2022-01-19;18:00:25;539303555;1d3a56d0-e5b3-4be4-b1a6-ad69eb972c9d;AVAILABLE;3360759808;=L76/1024/1024/1024
192.168.136.10;SRVAAGIT02P;SRVAAGIT02P;SNP;2022-01-04;18:00:17;2022-01-18;18:00:17;534661077;4e321609-6bd3-46b2-9d4b-0e871646fa6c;AVAILABLE;3050766336;=L77/1024/1024/1024
192.168.136.10;SRVAAGIT02P;SRVAAGIT02P;SNP;2022-01-03;18:00:30;2022-01-17;18:00:30;529753390;655fba9c-6d7e-4023-8065-0b3601514499;AVAILABLE;3298156544;=L78/1024/1024/1024
192.168.136.10;SRVAAGIT02P;SRVAAGIT02P;SNP;2022-01-02;18:00:16;2022-01-16;18:00:16;524928091;241c1cdc-2f69-4664-a3eb-37c9a75cbd54;AVAILABLE;6156214272;=L79/1024/1024/1024
192.168.136.10;SRVAAGIT02P;SRVAAGIT02P;SNP;2022-01-01;18:00:29;2022-01-15;18:00:29;520762643;10b87b5b-56a7-4f4e-961e-b051ec5d081a;AVAILABLE;3310424064;=L80/1024/1024/1024
192.168.136.10;SRVAAGIT02P;SRVAAGIT02P;SNP;2021-12-31;18:00:22;2022-01-14;18:00:22;516694075;c95a3472-4c2e-4faa-9779-1d58b38ce599;AVAILABLE;2949345280;=L81/1024/1024/1024
192.168.136.10;SRVAAGIT02P;SRVAAGIT02P;SNP;2021-12-30;18:00:34;2022-01-13;18:00:34;512539776;1608accd-0272-48ba-ad2a-ce8455c4e569;AVAILABLE;3472072704;=L82/1024/1024/1024
192.168.136.10;SRVAAGIT02P;SRVAAGIT02P;SNP;2021-12-29;18:00:28;2022-01-12;18:00:28;508251451;c9ba8b77-dd9c-4339-8876-13bd324e4b7b;AVAILABLE;3240419328;=L83/1024/1024/1024
192.168.136.10;SRVAAABEMPORTD;SRVAAABEMPORTD;DRP;2022-01-12;16:00:03;2022-01-12;20:00:03;NTNX-AGUAS-ADEXUS-01:77753137;747121eb-516a-4f00-b836-1b9c89878687;AVAILABLE;702376960;=L84/1024/1024/1024
192.168.136.10;SRVAAABEMPORTD;SRVAAABEMPORTD;DRP;2022-01-12;15:00:04;2022-01-12;19:00:04;NTNX-AGUAS-ADEXUS-01:77731864;5cf7b3f4-8fd7-4875-b50d-724c885d0cbb;AVAILABLE;679418880;=L85/1024/1024/1024
192.168.136.10;SRVAAABEMPORTD;SRVAAABEMPORTD;DRP;2022-01-12;14:00:02;2022-01-12;18:00:02;NTNX-AGUAS-ADEXUS-01:77709473;16d3f5de-f745-4e14-9771-00539eb1657c;AVAILABLE;728851456;=L86/1024/1024/1024
192.168.136.10;SRVAAABEMPORTD;SRVAAABEMPORTD;DRP;2022-01-12;13:00:03;2022-01-12;17:00:03;NTNX-AGUAS-ADEXUS-01:77687928;0c869562-a48d-42da-b663-a940d6cfa8b7;AVAILABLE;644944896;=L87/1024/1024/1024
192.168.136.10;SRVPEDTSTD;SRVPEDTSTD;SNP;2022-01-11;18:00:15;2022-01-25;18:00:15;566908785;59172402-d4e2-49db-9b4d-18cbcf6ad79a;AVAILABLE;4560493056;=L88/1024/1024/1024
192.168.136.10;SRVPEDTSTD;SRVPEDTSTD;SNP;2022-01-10;18:00:36;2022-01-24;18:00:36;561760690;af2d5462-1c33-427c-9ccb-1729649353a4;AVAILABLE;4506167808;=L89/1024/1024/1024
192.168.136.10;SRVPEDTSTD;SRVPEDTSTD;SNP;2022-01-09;18:00:18;2022-01-23;18:00:18;556768484;f827eb23-6527-4a72-a1cf-f2a2858a67bd;AVAILABLE;4493168128;=L90/1024/1024/1024
192.168.136.10;SRVPEDTSTD;SRVPEDTSTD;SNP;2022-01-08;18:00:32;2022-01-22;18:00:32;552632641;05599ba3-6d6e-486e-a199-4ac4c2a80c6b;AVAILABLE;4186166784;=L91/1024/1024/1024
192.168.136.10;SRVPEDTSTD;SRVPEDTSTD;SNP;2022-01-07;18:00:10;2022-01-21;18:00:10;548291199;dfaa9281-62ed-4667-8ea1-2b4e3cf74bfb;AVAILABLE;4281701888;=L92/1024/1024/1024
192.168.136.10;SRVPEDTSTD;SRVPEDTSTD;SNP;2022-01-06;18:00:19;2022-01-20;18:00:19;543884709;151ca41f-e59e-417f-8e3e-c4a9302fa2a4;AVAILABLE;4263064576;=L93/1024/1024/1024
192.168.136.10;SRVPEDTSTD;SRVPEDTSTD;SNP;2022-01-05;18:00:09;2022-01-19;18:00:09;539303455;432d67ea-b345-4085-8b87-e0278f22f86b;AVAILABLE;4472125952;=L94/1024/1024/1024
192.168.136.10;SRVPEDTSTD;SRVPEDTSTD;SNP;2022-01-04;18:00:48;2022-01-18;18:00:48;534660977;c452a115-6882-47a3-b085-7d5af076e65c;AVAILABLE;4547720704;=L95/1024/1024/1024
192.168.136.10;SRVPEDTSTD;SRVPEDTSTD;SNP;2022-01-03;18:00:32;2022-01-17;18:00:32;529753290;86accf19-0513-4ffb-bbbe-9d7824f9d1bc;AVAILABLE;4445855744;=L96/1024/1024/1024
192.168.136.10;SRVPEDTSTD;SRVPEDTSTD;SNP;2022-01-02;18:00:15;2022-01-16;18:00:15;524927991;ef83533d-df49-47ee-ba53-fafcfde92a4a;AVAILABLE;4254748672;=L97/1024/1024/1024
192.168.136.10;SRVPEDTSTD;SRVPEDTSTD;SNP;2022-01-01;18:00:13;2022-01-15;18:00:13;520762543;6a6cd967-2b3b-4a1a-a288-a0b7c9e4f006;AVAILABLE;4543270400;=L98/1024/1024/1024
192.168.136.10;SRVPEDTSTD;SRVPEDTSTD;SNP;2021-12-31;18:00:14;2022-01-14;18:00:14;516693975;40e5b89f-048f-4dc9-bb14-faa673ef59f0;AVAILABLE;4264296448;=L99/1024/1024/1024
192.168.136.10;SRVPEDTSTD;SRVPEDTSTD;SNP;2021-12-30;18:00:23;2022-01-13;18:00:23;512539676;84c46906-bcad-4798-9c36-ea8792586aa8;AVAILABLE;4392646144;=L100/1024/1024/1024
192.168.136.10;SRVPEDTSTD;SRVPEDTSTD;SNP;2021-12-29;18:00:03;2022-01-12;18:00:03;508251351;12ed6511-17fb-4d6b-b941-9780c0155c8f;AVAILABLE;4056361984;=L101/1024/1024/1024
192.168.136.10;SRVAAMETAD;SRVAAMETAD;SNP;2022-01-11;18:00:19;2022-01-25;18:00:19;566907401;95988875-bbf2-437a-9c9f-388729505940;AVAILABLE;453226496;=L102/1024/1024/1024
192.168.136.10;SRVAAMETAD;SRVAAMETAD;SNP;2022-01-10;18:00:25;2022-01-24;18:00:25;561759306;4c38f3d0-8227-4e66-81df-3cfe608a11c1;AVAILABLE;419749888;=L103/1024/1024/1024
192.168.136.10;SRVAAMETAD;SRVAAMETAD;SNP;2022-01-09;18:00:10;2022-01-23;18:00:10;556767100;5dee41bf-1021-487e-b1ad-c04c3c720e71;AVAILABLE;485748736;=L104/1024/1024/1024
192.168.136.10;SRVAAMETAD;SRVAAMETAD;SNP;2022-01-08;18:00:25;2022-01-22;18:00:25;552631257;9c1dda36-eee4-421e-a96a-c45bf0d9de6c;AVAILABLE;477446144;=L105/1024/1024/1024
192.168.136.10;SRVAAMETAD;SRVAAMETAD;SNP;2022-01-07;18:00:01;2022-01-21;18:00:01;548289815;f04812cd-c940-40f3-920e-506c3f96d670;AVAILABLE;468025344;=L106/1024/1024/1024
192.168.136.10;SRVAAMETAD;SRVAAMETAD;SNP;2022-01-06;18:00:17;2022-01-20;18:00:17;543883325;eddbfa8c-973e-4c1d-9fd9-9ed33c745182;AVAILABLE;436731904;=L107/1024/1024/1024
192.168.136.10;SRVAAMETAD;SRVAAMETAD;SNP;2022-01-05;18:00:06;2022-01-19;18:00:06;539302071;951b115f-83b7-43cc-8384-09567e191446;AVAILABLE;469155840;=L108/1024/1024/1024
192.168.136.10;SRVAAMETAD;SRVAAMETAD;SNP;2022-01-04;18:00:05;2022-01-18;18:00:05;534659593;4747a2f1-66c2-4417-933b-126ae39a44f1;AVAILABLE;466333696;=L109/1024/1024/1024
192.168.136.10;SRVAAMETAD;SRVAAMETAD;SNP;2022-01-03;18:00:02;2022-01-17;18:00:02;529751906;1f38a64e-12db-4730-9b88-95551fd10492;AVAILABLE;468439040;=L110/1024/1024/1024
192.168.136.10;SRVAAMETAD;SRVAAMETAD;SNP;2022-01-02;18:00:27;2022-01-16;18:00:27;524926607;46465832-62ed-4353-ad4e-ebe374e4337e;AVAILABLE;471846912;=L111/1024/1024/1024
192.168.136.10;SRVAAMETAD;SRVAAMETAD;SNP;2022-01-01;18:00:07;2022-01-15;18:00:07;520761159;7843788c-c44f-4d72-9135-fcb5650fef10;AVAILABLE;435113984;=L112/1024/1024/1024
192.168.136.10;SRVAAMETAD;SRVAAMETAD;SNP;2021-12-31;18:00:03;2022-01-14;18:00:03;516692591;3c52038a-17a1-4028-ae48-7f44fbb1c1db;AVAILABLE;456269824;=L113/1024/1024/1024
192.168.136.10;SRVAAMETAD;SRVAAMETAD;SNP;2021-12-30;18:00:18;2022-01-13;18:00:18;512538292;6c24f634-bb1e-4924-9e36-c8706713edcd;AVAILABLE;463458304;=L114/1024/1024/1024
192.168.136.10;SRVAAMETAD;SRVAAMETAD;SNP;2021-12-29;18:00:08;2022-01-12;18:00:08;508249971;b71a36b8-bf58-4d72-975f-adecbb290fd4;AVAILABLE;457273344;=L115/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCP;SRVAAWEBAQVANCP;SNP;2022-01-11;18:00:17;2022-01-25;18:00:17;566908065;c74c738f-4497-4ad0-a8e3-2f69bafbe5d3;AVAILABLE;5333667840;=L116/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCP;SRVAAWEBAQVANCP;SNP;2022-01-10;18:00:04;2022-01-24;18:00:04;561759970;bb652545-2842-450e-887e-e37f6270d334;AVAILABLE;3293499392;=L117/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCP;SRVAAWEBAQVANCP;SNP;2022-01-09;18:00:06;2022-01-23;18:00:06;556767764;365437e9-8f75-4fe3-a403-668e59d3d2a9;AVAILABLE;3149729792;=L118/1024/1024/1024
