HOST;VM;PD;TYPE;DATE;TIME;EDATE;ETIME;ID;UUID;STATE;SIZE;GB
192.168.137.10;SRVAACUADMANP;SRVAACUADMANP;SNP;2022-01-06;18:00:05;2022-01-20;18:00:05;73557526;4811240f-3ea7-49a3-b2ff-cc76f989822f;AVAILABLE;427819008;=L7222/1024/1024/1024
192.168.137.10;SRVAACUADMANP;SRVAACUADMANP;SNP;2022-01-05;18:00:04;2022-01-19;18:00:04;72955344;63ef9bec-8e0f-4f14-9dd7-baf99170f76c;AVAILABLE;478150656;=L7223/1024/1024/1024
192.168.137.10;SRVAACUADMANP;SRVAACUADMANP;SNP;2022-01-04;18:00:05;2022-01-18;18:00:05;72325346;ead17320-2e35-4540-91ae-a053e580266a;AVAILABLE;469762048;=L7224/1024/1024/1024
192.168.137.10;SRVAACUADMANP;SRVAACUADMANP;SNP;2022-01-03;18:00:03;2022-01-17;18:00:03;71594451;8f76db8a-da2f-4d2a-a89e-933415cdeaf3;AVAILABLE;1693450240;=L7225/1024/1024/1024
192.168.137.10;SRVAACUADMANP;SRVAACUADMANP;SNP;2022-01-02;18:00:03;2022-01-16;18:00:03;70855804;ae47ec24-e470-4478-a2c8-d53005544829;AVAILABLE;434110464;=L7226/1024/1024/1024
192.168.137.10;SRVAACUADMANP;SRVAACUADMANP;SNP;2022-01-01;18:00:02;2022-01-15;18:00:02;70288870;4aa9bd90-8e74-48f0-8d37-df9ec0b4959d;AVAILABLE;459276288;=L7227/1024/1024/1024
192.168.137.10;SRVAACUADMANP;SRVAACUADMANP;SNP;2021-12-31;18:00:04;2022-01-14;18:00:04;69689608;fb4d6d32-acad-4e31-a53a-313cc8def1b6;AVAILABLE;437256192;=L7228/1024/1024/1024
192.168.137.10;SRVAACUADMANP;SRVAACUADMANP;SNP;2021-12-30;18:00:01;2022-01-13;18:00:01;68983084;4f027244-e664-436b-9d69-0090f1e709c5;AVAILABLE;484442112;=L7229/1024/1024/1024
192.168.137.10;SRVAACUADMANP;SRVAACUADMANP;SNP;2021-12-29;18:00:02;2022-01-12;18:00:02;68314644;8fb48ca9-4714-4568-b7e2-15be6e69b899;AVAILABLE;441450496;=L7230/1024/1024/1024
192.168.137.10;TOPKAPIWEB;TOPKAPIWEB;SNP;2022-01-11;18:00:04;2022-01-25;18:00:04;77157234;8d4e3cf1-7467-4f51-89fb-d1300cf0cdab;AVAILABLE;18818523136;=L7231/1024/1024/1024
192.168.137.10;TOPKAPIWEB;TOPKAPIWEB;SNP;2022-01-10;18:00:06;2022-01-24;18:00:06;76352382;7c8627af-a890-416b-b890-8b5baf068d67;AVAILABLE;17223667712;=L7232/1024/1024/1024
192.168.137.10;TOPKAPIWEB;TOPKAPIWEB;SNP;2022-01-09;18:00:03;2022-01-23;18:00:03;75532920;166ec96d-d301-45a9-b78d-0d015ca38ea2;AVAILABLE;5163380736;=L7233/1024/1024/1024
192.168.137.10;TOPKAPIWEB;TOPKAPIWEB;SNP;2022-01-08;18:00:03;2022-01-22;18:00:03;74952536;0c8afd34-019b-4353-a657-2a78c4f078f5;AVAILABLE;4267917312;=L7234/1024/1024/1024
192.168.137.10;TOPKAPIWEB;TOPKAPIWEB;SNP;2022-01-07;18:00:01;2022-01-21;18:00:01;74254598;2a821b3b-cc8d-43d8-9ced-7ea4906be320;AVAILABLE;4267433984;=L7235/1024/1024/1024
192.168.137.10;TOPKAPIWEB;TOPKAPIWEB;SNP;2022-01-06;18:00:02;2022-01-20;18:00:02;73557610;834f3a6f-f950-4715-9551-b46911a05c7a;AVAILABLE;4741799936;=L7236/1024/1024/1024
192.168.137.10;TOPKAPIWEB;TOPKAPIWEB;SNP;2022-01-05;18:00:04;2022-01-19;18:00:04;72955428;7a8de287-5d65-44fb-afa0-74fd0cc96250;AVAILABLE;4622450688;=L7237/1024/1024/1024
192.168.137.10;TOPKAPIWEB;TOPKAPIWEB;SNP;2022-01-04;18:00:05;2022-01-18;18:00:05;72325430;1c2ed80e-c4e3-40f7-aac1-8a2edb3fd57a;AVAILABLE;18924957696;=L7238/1024/1024/1024
192.168.137.10;TOPKAPIWEB;TOPKAPIWEB;SNP;2022-01-03;18:00:04;2022-01-17;18:00:04;71594535;25bbaf4f-ea47-43a8-bad9-57f3a71eeaf2;AVAILABLE;18402385920;=L7239/1024/1024/1024
192.168.137.10;TOPKAPIWEB;TOPKAPIWEB;SNP;2022-01-02;18:00:02;2022-01-16;18:00:02;70855888;c39d1fb4-4062-44f1-a210-a1d138de1d14;AVAILABLE;3116285952;=L7240/1024/1024/1024
192.168.137.10;TOPKAPIWEB;TOPKAPIWEB;SNP;2022-01-01;18:00:01;2022-01-15;18:00:01;70288954;c483dcf2-79a9-4b71-aa15-f7e581f46557;AVAILABLE;5296431104;=L7241/1024/1024/1024
192.168.137.10;TOPKAPIWEB;TOPKAPIWEB;SNP;2021-12-31;18:00:06;2022-01-14;18:00:06;69689692;afcd44ac-ec31-43a7-9f43-7a3467b7936d;AVAILABLE;7140605952;=L7242/1024/1024/1024
192.168.137.10;TOPKAPIWEB;TOPKAPIWEB;SNP;2021-12-30;18:00:03;2022-01-13;18:00:03;68983168;a097db8a-464f-4646-b968-e8d4c6e86a11;AVAILABLE;5993463808;=L7243/1024/1024/1024
192.168.137.10;TOPKAPIWEB;TOPKAPIWEB;SNP;2021-12-29;18:00:02;2022-01-12;18:00:02;68314728;7f8a5428-ef8b-43be-abfa-d28537ed7253;AVAILABLE;4639027200;=L7244/1024/1024/1024
192.168.137.10;SRVAAGCISOAPPP;SRVAAGCISOAPPP;DRP;2022-01-12;16:16:01;2022-01-12;20:16:01;NTNX-AGUAS-CENTURY-01:571129564;5dacc821-55dd-443a-804e-e91034ce7a5b;AVAILABLE;228548608;=L7245/1024/1024/1024
192.168.137.10;SRVAAGCISOAPPP;SRVAAGCISOAPPP;DRP;2022-01-12;15:16:01;2022-01-12;19:16:01;NTNX-AGUAS-CENTURY-01:570933127;f3aec2cd-3d17-4228-87b4-8168e31e5e41;AVAILABLE;86990848;=L7246/1024/1024/1024
192.168.137.10;SRVAAGCISOAPPP;SRVAAGCISOAPPP;DRP;2022-01-12;14:16:02;2022-01-12;18:16:02;NTNX-AGUAS-CENTURY-01:570747963;3a8f39b6-be33-4216-bbcf-1dabd85d06e8;AVAILABLE;217014272;=L7247/1024/1024/1024
192.168.137.10;SRVAAGCISOAPPP;SRVAAGCISOAPPP;DRP;2022-01-12;13:16:01;2022-01-12;17:16:01;NTNX-AGUAS-CENTURY-01:570587251;000f559f-dc21-44e9-b445-9028de8b83d4;AVAILABLE;340680704;=L7248/1024/1024/1024
192.168.137.10;SRVAADOCUMAPPP;SRVAADOCUMAPPP;DRP;2022-01-12;15:51:01;2022-01-12;19:51:01;NTNX-AGUAS-CENTURY-01:571055515;bcaa02db-84a9-402c-8549-66790c27f082;AVAILABLE;416989184;=L7249/1024/1024/1024
192.168.137.10;SRVAADOCUMAPPP;SRVAADOCUMAPPP;DRP;2022-01-12;14:51:01;2022-01-12;18:51:01;NTNX-AGUAS-CENTURY-01:570867938;e30e7d9d-dba1-4e64-85f5-c7ec1250a851;AVAILABLE;595124224;=L7250/1024/1024/1024
192.168.137.10;SRVAADOCUMAPPP;SRVAADOCUMAPPP;DRP;2022-01-12;13:51:01;2022-01-12;17:51:01;NTNX-AGUAS-CENTURY-01:570692257;7eea7655-a8f7-401f-a9f1-4892d2369260;AVAILABLE;513806848;=L7251/1024/1024/1024
192.168.137.10;SRVAADOCUMAPPP;SRVAADOCUMAPPP;DRP;2022-01-12;12:51:02;2022-01-12;16:51:02;NTNX-AGUAS-CENTURY-01:570524661;abbcbe4b-7aea-43db-adac-ecf17287b5b7;AVAILABLE;526131200;=L7252/1024/1024/1024
192.168.137.10;SRVAAGESTDOC02P;SRVAAGESTDOC02P;DRP;2022-01-12;15:53:03;2022-01-12;19:53:03;NTNX-AGUAS-CENTURY-01:571064860;4e8c6db6-7c83-4136-9d64-7036e192a6d5;AVAILABLE;719026688;=L7253/1024/1024/1024
192.168.137.10;SRVAAGESTDOC02P;SRVAAGESTDOC02P;DRP;2022-01-12;14:53:04;2022-01-12;18:53:04;NTNX-AGUAS-CENTURY-01:570877281;595c4279-e9da-444b-97dc-27e24ac4e4c9;AVAILABLE;517749248;=L7254/1024/1024/1024
192.168.137.10;SRVAAGESTDOC02P;SRVAAGESTDOC02P;DRP;2022-01-12;13:53:04;2022-01-12;17:53:04;NTNX-AGUAS-CENTURY-01:570701294;a4a9e3e8-cbbb-4189-bae5-2f2d0f65a938;AVAILABLE;186896384;=L7255/1024/1024/1024
192.168.137.10;SRVAAGESTDOC02P;SRVAAGESTDOC02P;DRP;2022-01-12;12:53:04;2022-01-12;16:53:04;NTNX-AGUAS-CENTURY-01:570533972;cac5e734-f5cf-4d14-965a-f3c83aef9c64;AVAILABLE;605122560;=L7256/1024/1024/1024
192.168.137.10;SRVCCSIPSERVERB;SRVCCSIPSERVERB;SNP;2022-01-11;18:00:01;2022-01-25;18:00:01;77157102;578d57b5-eb04-4b8f-a30d-5c974ff20e95;AVAILABLE;1493172224;=L7257/1024/1024/1024
192.168.137.10;SRVCCSIPSERVERB;SRVCCSIPSERVERB;SNP;2022-01-10;18:00:01;2022-01-24;18:00:01;76352250;e5482750-d7b4-469c-bd2b-1a303e22590d;AVAILABLE;1452277760;=L7258/1024/1024/1024
192.168.137.10;SRVCCSIPSERVERB;SRVCCSIPSERVERB;SNP;2022-01-09;18:00:02;2022-01-23;18:00:02;75532788;191fac47-512b-45d5-9ee8-726e0ff1906d;AVAILABLE;706740224;=L7259/1024/1024/1024
192.168.137.10;SRVCCSIPSERVERB;SRVCCSIPSERVERB;SNP;2022-01-08;18:00:03;2022-01-22;18:00:03;74952404;1161963f-d90a-45af-a1c5-0ab204cb50a8;AVAILABLE;882900992;=L7260/1024/1024/1024
192.168.137.10;SRVCCSIPSERVERB;SRVCCSIPSERVERB;SNP;2022-01-07;18:00:02;2022-01-21;18:00:02;74254466;45aa48a6-e447-4582-9c85-0d48508289a0;AVAILABLE;1271922688;=L7261/1024/1024/1024
192.168.137.10;SRVCCSIPSERVERB;SRVCCSIPSERVERB;SNP;2022-01-06;18:00:05;2022-01-20;18:00:05;73557478;adb7e2a5-1282-4568-9dff-4b018c5c87a5;AVAILABLE;1388314624;=L7262/1024/1024/1024
192.168.137.10;SRVCCSIPSERVERB;SRVCCSIPSERVERB;SNP;2022-01-05;18:00:03;2022-01-19;18:00:03;72955296;f43b81fd-d53b-468f-94e2-a73aa8bbb06c;AVAILABLE;1408237568;=L7263/1024/1024/1024
192.168.137.10;SRVCCSIPSERVERB;SRVCCSIPSERVERB;SNP;2022-01-04;18:00:02;2022-01-18;18:00:02;72325298;a309a9a0-4c2b-4eaf-a930-24096acf0862;AVAILABLE;1417674752;=L7264/1024/1024/1024
192.168.137.10;SRVCCSIPSERVERB;SRVCCSIPSERVERB;SNP;2022-01-03;18:00:03;2022-01-17;18:00:03;71594403;b0a359bd-dade-4dc6-a595-d33ae18186b5;AVAILABLE;1421869056;=L7265/1024/1024/1024
192.168.137.10;SRVCCSIPSERVERB;SRVCCSIPSERVERB;SNP;2022-01-02;18:00:01;2022-01-16;18:00:01;70855756;2fac7428-54b7-4fdb-ac3b-4eaf31949017;AVAILABLE;637534208;=L7266/1024/1024/1024
192.168.137.10;SRVCCSIPSERVERB;SRVCCSIPSERVERB;SNP;2022-01-01;18:00:03;2022-01-15;18:00:03;70288822;ea550323-9222-4f71-9279-d16d2bd28430;AVAILABLE;562036736;=L7267/1024/1024/1024
192.168.137.10;SRVCCSIPSERVERB;SRVCCSIPSERVERB;SNP;2021-12-31;18:00:03;2022-01-14;18:00:03;69689560;6042dac7-6501-4afa-a24c-a21c6ea8ebdb;AVAILABLE;1001390080;=L7268/1024/1024/1024
192.168.137.10;SRVCCSIPSERVERB;SRVCCSIPSERVERB;SNP;2021-12-30;18:00:03;2022-01-13;18:00:03;68983036;f372461f-f2f4-4b60-b448-4d0b39f6436b;AVAILABLE;1328545792;=L7269/1024/1024/1024
192.168.137.10;SRVCCSIPSERVERB;SRVCCSIPSERVERB;SNP;2021-12-29;18:00:02;2022-01-12;18:00:02;68314596;2e24de77-faf0-4f55-8857-50c8ca49198a;AVAILABLE;1385168896;=L7270/1024/1024/1024
192.168.137.10;SRVAAOBSIT01P;SRVAAOBSIT01P;SNP;2022-01-11;18:00:04;2022-01-25;18:00:04;77157290;7180b0fd-0bd4-4f4b-bc19-7b99d696faff;AVAILABLE;89939333120;=L7271/1024/1024/1024
192.168.137.10;SRVAAOBSIT01P;SRVAAOBSIT01P;SNP;2022-01-10;18:00:02;2022-01-24;18:00:02;76352438;9777ffe0-2b1f-4e17-aa4f-b56137646223;AVAILABLE;89312075776;=L7272/1024/1024/1024
192.168.137.10;SRVAAOBSIT01P;SRVAAOBSIT01P;SNP;2022-01-09;18:00:02;2022-01-23;18:00:02;75532976;9d1c8301-74ac-48a5-8454-43b3146608ea;AVAILABLE;7782107648;=L7273/1024/1024/1024
192.168.137.10;SRVAAOBSIT01P;SRVAAOBSIT01P;SNP;2022-01-08;18:00:03;2022-01-22;18:00:03;74952592;5f6311b6-02cf-4740-96f0-e675864ed8c7;AVAILABLE;5360369664;=L7274/1024/1024/1024
192.168.137.10;SRVAAOBSIT01P;SRVAAOBSIT01P;SNP;2022-01-07;18:00:02;2022-01-21;18:00:02;74254654;e7c7a15a-85d2-446b-808c-401574e0c631;AVAILABLE;6977196032;=L7275/1024/1024/1024
192.168.137.10;SRVAAOBSIT01P;SRVAAOBSIT01P;SNP;2022-01-06;18:00:02;2022-01-20;18:00:02;73557666;7a5cd658-059b-46d5-8b01-32db5a1fda65;AVAILABLE;5718401024;=L7276/1024/1024/1024
192.168.137.10;SRVAAOBSIT01P;SRVAAOBSIT01P;SNP;2022-01-05;18:00:04;2022-01-19;18:00:04;72955484;73050fc4-95fa-4ea0-bbaa-032d64f3397a;AVAILABLE;8027742208;=L7277/1024/1024/1024
192.168.137.10;SRVAAOBSIT01P;SRVAAOBSIT01P;SNP;2022-01-04;18:00:03;2022-01-18;18:00:03;72325486;def15f60-c215-4854-af7c-94c6fe29c1f9;AVAILABLE;107738126336;=L7278/1024/1024/1024
192.168.137.10;SRVAAOBSIT01P;SRVAAOBSIT01P;SNP;2022-01-03;18:00:03;2022-01-17;18:00:03;71594591;a0b4b19a-b78a-4838-9ad7-229d4cccaa6a;AVAILABLE;106343735296;=L7279/1024/1024/1024
192.168.137.10;SRVAAOBSIT01P;SRVAAOBSIT01P;SNP;2022-01-02;18:00:05;2022-01-16;18:00:05;70855944;19cb323a-5230-40ba-b801-d321211a6e8a;AVAILABLE;5619900416;=L7280/1024/1024/1024
192.168.137.10;SRVAAOBSIT01P;SRVAAOBSIT01P;SNP;2022-01-01;18:00:02;2022-01-15;18:00:02;70289010;63058b39-7ba7-43e4-b8d5-47ce286ca2ca;AVAILABLE;7932735488;=L7281/1024/1024/1024
192.168.137.10;SRVAAOBSIT01P;SRVAAOBSIT01P;SNP;2021-12-31;18:00:01;2022-01-14;18:00:01;69689748;87368c45-6dc5-4cd9-9faf-16a807ebc872;AVAILABLE;5770690560;=L7282/1024/1024/1024
192.168.137.10;SRVAAOBSIT01P;SRVAAOBSIT01P;SNP;2021-12-30;18:00:04;2022-01-13;18:00:04;68983224;da07dd92-9628-4701-b89f-47ccbb892169;AVAILABLE;7377309696;=L7283/1024/1024/1024
192.168.137.10;SRVAAOBSIT01P;SRVAAOBSIT01P;SNP;2021-12-29;18:00:06;2022-01-12;18:00:06;68314784;5a29df7e-503d-45b6-a464-098fc2ad4b87;AVAILABLE;21555509760;=L7284/1024/1024/1024
192.168.137.10;SRAAAQUACISAPP03;SRAAAQUACISAPP03;DRP;2022-01-12;16:39:02;2022-01-12;20:39:02;NTNX-AGUAS-CENTURY-01:571194454;be580479-99c2-4851-8081-d5d6b6212934;AVAILABLE;592490496;=L7285/1024/1024/1024
192.168.137.10;SRAAAQUACISAPP03;SRAAAQUACISAPP03;DRP;2022-01-12;15:39:03;2022-01-12;19:39:03;NTNX-AGUAS-CENTURY-01:571000069;e1f179c5-3b92-4737-af7c-195704df6383;AVAILABLE;584830976;=L7286/1024/1024/1024
192.168.137.10;SRAAAQUACISAPP03;SRAAAQUACISAPP03;DRP;2022-01-12;14:39:02;2022-01-12;18:39:02;NTNX-AGUAS-CENTURY-01:570812373;ea8eb69d-9c2e-43dd-b7c1-fcb9adb19308;AVAILABLE;666021888;=L7287/1024/1024/1024
192.168.137.10;SRAAAQUACISAPP03;SRAAAQUACISAPP03;DRP;2022-01-12;13:39:02;2022-01-12;17:39:02;NTNX-AGUAS-CENTURY-01:570636428;9c822613-2b83-4e81-b1bd-03ce753df99f;AVAILABLE;871649280;=L7288/1024/1024/1024
192.168.137.10;SRAAAQUACISAPP02;SRAAAQUACISAPP02;DRP;2022-01-12;16:39:01;2022-01-12;20:39:01;NTNX-AGUAS-CENTURY-01:571194442;a3d5c7c6-eebb-4f82-822f-1b7b7d78c129;AVAILABLE;672112640;=L7289/1024/1024/1024
192.168.137.10;SRAAAQUACISAPP02;SRAAAQUACISAPP02;DRP;2022-01-12;15:39:01;2022-01-12;19:39:01;NTNX-AGUAS-CENTURY-01:571000057;9a91be8b-8b1e-4186-80bc-6559c10a0304;AVAILABLE;910073856;=L7290/1024/1024/1024
192.168.137.10;SRAAAQUACISAPP02;SRAAAQUACISAPP02;DRP;2022-01-12;14:39:01;2022-01-12;18:39:01;NTNX-AGUAS-CENTURY-01:570812361;7e1bef59-2717-4e27-9c69-34c4494bacec;AVAILABLE;737124352;=L7291/1024/1024/1024
192.168.137.10;SRAAAQUACISAPP02;SRAAAQUACISAPP02;DRP;2022-01-12;13:39:01;2022-01-12;17:39:01;NTNX-AGUAS-CENTURY-01:570636416;bbac0112-c581-43ec-a010-872a0a994c7d;AVAILABLE;770678784;=L7292/1024/1024/1024
192.168.137.10;SRAAAQUACISAPP01;SRAAAQUACISAPP01;DRP;2022-01-12;16:38:01;2022-01-12;20:38:01;NTNX-AGUAS-CENTURY-01:571185124;cf404ce3-b414-4c08-b43e-c4efac0fc3b4;AVAILABLE;836747264;=L7293/1024/1024/1024
192.168.137.10;SRAAAQUACISAPP01;SRAAAQUACISAPP01;DRP;2022-01-12;15:38:03;2022-01-12;19:38:03;NTNX-AGUAS-CENTURY-01:570999074;65e8b646-76a3-4235-a109-fd2896d1af46;AVAILABLE;788443136;=L7294/1024/1024/1024
192.168.137.10;SRAAAQUACISAPP01;SRAAAQUACISAPP01;DRP;2022-01-12;14:38:01;2022-01-12;18:38:01;NTNX-AGUAS-CENTURY-01:570802987;09ec20f6-e5ec-45c7-94c2-a425c140cb32;AVAILABLE;707321856;=L7295/1024/1024/1024
192.168.137.10;SRAAAQUACISAPP01;SRAAAQUACISAPP01;DRP;2022-01-12;13:38:03;2022-01-12;17:38:03;NTNX-AGUAS-CENTURY-01:570627347;86af9ff9-d19c-40e9-aad8-888244f3aa4e;AVAILABLE;836481024;=L7296/1024/1024/1024
192.168.137.10;SRVCCDFP;SRVCCDFP;SNP;2022-01-11;18:00:02;2022-01-25;18:00:02;77156970;ccf1bbdf-1776-45e7-ba23-37229279c46d;AVAILABLE;61831004160;=L7297/1024/1024/1024
192.168.137.10;SRVCCDFP;SRVCCDFP;SNP;2022-01-10;18:00:01;2022-01-24;18:00:01;76352118;5fe5f847-26fe-4e5c-b6af-9bb9482cb426;AVAILABLE;61848318464;=L7298/1024/1024/1024
192.168.137.10;SRVCCDFP;SRVCCDFP;SNP;2022-01-09;18:00:02;2022-01-23;18:00:02;75532656;bb758caa-b7a9-416b-9da5-eebe3755b15e;AVAILABLE;2444012544;=L7299/1024/1024/1024
192.168.137.10;SRVCCDFP;SRVCCDFP;SNP;2022-01-08;18:00:01;2022-01-22;18:00:01;74952272;9939f109-53eb-4141-814c-2a0926ca681a;AVAILABLE;1778462720;=L7300/1024/1024/1024
192.168.137.10;SRVCCDFP;SRVCCDFP;SNP;2022-01-07;18:00:02;2022-01-21;18:00:02;74254334;768066a2-3faa-442e-b632-46fea846d949;AVAILABLE;1678475264;=L7301/1024/1024/1024
192.168.137.10;SRVCCDFP;SRVCCDFP;SNP;2022-01-06;18:00:01;2022-01-20;18:00:01;73557346;d7b1895c-293b-4ccd-9736-12411234e831;AVAILABLE;1786535936;=L7302/1024/1024/1024
192.168.137.10;SRVCCDFP;SRVCCDFP;SNP;2022-01-05;18:00:02;2022-01-19;18:00:02;72955164;ddb8f0f8-ce9d-493c-8d59-5def5890483e;AVAILABLE;1631961088;=L7303/1024/1024/1024
192.168.137.10;SRVCCDFP;SRVCCDFP;SNP;2022-01-04;18:00:02;2022-01-18;18:00:02;72325166;f403fcee-0fb1-4519-bbb5-8cd89602e7e1;AVAILABLE;61780375552;=L7304/1024/1024/1024
192.168.137.10;SRVCCDFP;SRVCCDFP;SNP;2022-01-03;18:00:04;2022-01-17;18:00:04;71594271;a69fde45-092f-42b7-a1da-661d983ec5d2;AVAILABLE;61441691648;=L7305/1024/1024/1024
192.168.137.10;SRVCCDFP;SRVCCDFP;SNP;2022-01-02;18:00:01;2022-01-16;18:00:01;70855624;04b69c46-d586-4506-a73a-031ecaf22cd9;AVAILABLE;2337902592;=L7306/1024/1024/1024
192.168.137.10;SRVCCDFP;SRVCCDFP;SNP;2022-01-01;18:00:01;2022-01-15;18:00:01;70288690;803e83d8-2e8b-410d-8960-982486af158c;AVAILABLE;1681338880;=L7307/1024/1024/1024
192.168.137.10;SRVCCDFP;SRVCCDFP;SNP;2021-12-31;18:00:01;2022-01-14;18:00:01;69689428;6426a66f-5045-4c4e-8515-b6ccb335f77c;AVAILABLE;2105909248;=L7308/1024/1024/1024
192.168.137.10;SRVCCDFP;SRVCCDFP;SNP;2021-12-30;18:00:01;2022-01-13;18:00:01;68982904;855dbc53-69f3-4d85-8dec-d699a96bb697;AVAILABLE;1638281216;=L7309/1024/1024/1024
192.168.137.10;SRVCCDFP;SRVCCDFP;SNP;2021-12-29;18:00:01;2022-01-12;18:00:01;68314464;418d03a9-e18c-48cc-af8c-86a74e48332c;AVAILABLE;1849548800;=L7310/1024/1024/1024
192.168.137.10;SRVSIEAPPD02;SRVSIEAPPD02;SNP;2022-01-11;18:00:01;2022-01-25;18:00:01;77157226;c7cef206-d32b-468c-b50c-bdd9433656fe;AVAILABLE;5040816128;=L7311/1024/1024/1024
192.168.137.10;SRVSIEAPPD02;SRVSIEAPPD02;SNP;2022-01-10;18:00:02;2022-01-24;18:00:02;76352374;f60c3d9b-7c72-4137-a819-31a542d25035;AVAILABLE;4398292992;=L7312/1024/1024/1024
192.168.137.10;SRVSIEAPPD02;SRVSIEAPPD02;SNP;2022-01-09;18:00:05;2022-01-23;18:00:05;75532912;23fc9c27-d524-45ea-bce0-d45dd64b0329;AVAILABLE;10318004224;=L7313/1024/1024/1024
192.168.137.10;SRVSIEAPPD02;SRVSIEAPPD02;SNP;2022-01-08;18:00:01;2022-01-22;18:00:01;74952528;cb4e93c7-8d62-4908-b5f0-37232e8e7900;AVAILABLE;326321541120;=L7314/1024/1024/1024
192.168.137.10;SRVSIEAPPD02;SRVSIEAPPD02;SNP;2022-01-07;18:00:06;2022-01-21;18:00:06;74254590;975106a2-2bfe-4ead-856f-f013100135e2;AVAILABLE;6078103552;=L7315/1024/1024/1024
192.168.137.10;SRVSIEAPPD02;SRVSIEAPPD02;SNP;2022-01-06;18:00:03;2022-01-20;18:00:03;73557602;5b9902aa-1d21-4221-9281-3fb14f366315;AVAILABLE;5784795648;=L7316/1024/1024/1024
192.168.137.10;SRVSIEAPPD02;SRVSIEAPPD02;SNP;2022-01-05;18:00:06;2022-01-19;18:00:06;72955420;0c82e40e-46a6-4a75-b46f-d409b0c1c387;AVAILABLE;9561939968;=L7317/1024/1024/1024
192.168.137.10;SRVSIEAPPD02;SRVSIEAPPD02;SNP;2022-01-04;18:00:04;2022-01-18;18:00:04;72325422;e2d4f9f6-6352-4787-936f-65ace036f26e;AVAILABLE;6450489344;=L7318/1024/1024/1024
192.168.137.10;SRVSIEAPPD02;SRVSIEAPPD02;SNP;2022-01-03;18:00:04;2022-01-17;18:00:04;71594527;fa5f553c-8c7a-4199-b85c-b9d0491ab8a9;AVAILABLE;5595828224;=L7319/1024/1024/1024
192.168.137.10;SRVSIEAPPD02;SRVSIEAPPD02;SNP;2022-01-02;18:00:01;2022-01-16;18:00:01;70855880;08c939ef-f2cf-488a-a855-becd9f7b64e0;AVAILABLE;322815582208;=L7320/1024/1024/1024
192.168.137.10;SRVSIEAPPD02;SRVSIEAPPD02;SNP;2022-01-01;18:00:03;2022-01-15;18:00:03;70288946;91b7e4c3-f6b7-4fe4-8c24-fc8da9485218;AVAILABLE;6134217216;=L7321/1024/1024/1024
192.168.137.10;SRVSIEAPPD02;SRVSIEAPPD02;SNP;2021-12-31;18:00:01;2022-01-14;18:00:01;69689684;ed097f2a-f02d-4c35-9899-0a2040bc9df9;AVAILABLE;5400453120;=L7322/1024/1024/1024
192.168.137.10;SRVSIEAPPD02;SRVSIEAPPD02;SNP;2021-12-30;18:00:04;2022-01-13;18:00:04;68983160;bf746c83-942f-4c93-baee-71df59a11fb5;AVAILABLE;7296749568;=L7323/1024/1024/1024
192.168.137.10;SRVSIEAPPD02;SRVSIEAPPD02;SNP;2021-12-29;18:00:02;2022-01-12;18:00:02;68314720;ee038a98-1309-41e5-8ad4-3ad24b80b028;AVAILABLE;4553818112;=L7324/1024/1024/1024
192.168.137.10;SRVCCESERVICESB;SRVCCESERVICESB;SNP;2022-01-11;18:00:02;2022-01-25;18:00:02;77156982;40bf78c9-fcaf-44cf-bcbb-eabc4c4d7238;AVAILABLE;4292423680;=L7325/1024/1024/1024
192.168.137.10;SRVCCESERVICESB;SRVCCESERVICESB;SNP;2022-01-10;18:00:01;2022-01-24;18:00:01;76352130;fb68fef2-c34d-4322-bf06-d0f5403f1da7;AVAILABLE;4244615168;=L7326/1024/1024/1024
192.168.137.10;SRVCCESERVICESB;SRVCCESERVICESB;SNP;2022-01-09;18:00:02;2022-01-23;18:00:02;75532668;4a0e1cea-edb4-4218-9b4f-20a991e9f883;AVAILABLE;3941351424;=L7327/1024/1024/1024
192.168.137.10;SRVCCESERVICESB;SRVCCESERVICESB;SNP;2022-01-08;18:00:03;2022-01-22;18:00:03;74952284;fc51e900-4ca8-41eb-b5bf-5f115080a3ad;AVAILABLE;4266614784;=L7328/1024/1024/1024
192.168.137.10;SRVCCESERVICESB;SRVCCESERVICESB;SNP;2022-01-07;18:00:01;2022-01-21;18:00:01;74254346;67905c87-89c3-4c90-b7ae-f9546c87a3c6;AVAILABLE;3877212160;=L7329/1024/1024/1024
192.168.137.10;SRVCCESERVICESB;SRVCCESERVICESB;SNP;2022-01-06;18:00:03;2022-01-20;18:00:03;73557358;e1c97787-2125-437e-a34e-a3eabbc58140;AVAILABLE;4188717056;=L7330/1024/1024/1024
192.168.137.10;SRVCCESERVICESB;SRVCCESERVICESB;SNP;2022-01-05;18:00:07;2022-01-19;18:00:07;72955176;2f356817-5b16-4cd5-8f96-c1657f0df54c;AVAILABLE;4197773312;=L7331/1024/1024/1024
192.168.137.10;SRVCCESERVICESB;SRVCCESERVICESB;SNP;2022-01-04;18:00:02;2022-01-18;18:00:02;72325178;e512bb3a-fb71-4a53-973d-61f6e8caaa21;AVAILABLE;4200804352;=L7332/1024/1024/1024
192.168.137.10;SRVCCESERVICESB;SRVCCESERVICESB;SNP;2022-01-03;18:00:01;2022-01-17;18:00:01;71594283;1381cbe6-5ab7-4bf4-b173-d464cacde18c;AVAILABLE;4280401920;=L7333/1024/1024/1024
